Time,Anchor1,Anchor2,Anchor3,Anchor4
17:46:11,3.2,2.36,0.0,2.38
17:46:11,3.18,2.37,0.0,2.41
17:46:11,3.22,2.36,0.0,2.4
17:46:11,3.25,2.36,0.0,2.38
17:46:12,3.23,2.36,0.0,2.4
17:46:12,3.2,2.36,0.0,2.39
17:46:12,3.18,2.38,0.0,2.36
17:46:12,3.2,2.36,0.0,2.39
17:46:12,3.18,2.33,0.0,2.39
17:46:12,3.22,2.31,0.0,2.37
17:46:13,3.2,2.37,0.0,2.38
17:46:13,3.21,2.37,0.0,2.38
17:46:13,3.26,2.31,0.0,2.39
17:46:13,3.19,2.31,0.0,2.38
17:46:13,3.21,2.35,0.0,2.37
17:46:13,3.18,2.36,0.0,2.38
17:46:14,3.19,2.33,0.0,2.41
17:46:14,3.18,2.33,0.0,2.39
17:46:14,3.2,2.36,0.0,2.39
17:46:14,3.24,2.32,0.0,2.41
17:46:15,3.26,2.33,0.0,2.39
17:46:15,3.21,2.35,0.0,2.38
17:46:15,3.24,2.32,0.0,2.4
17:46:15,3.19,2.34,0.0,2.4
17:46:15,3.2,2.35,0.0,2.41
17:46:16,3.17,2.37,0.0,2.4
17:46:16,3.19,2.36,0.0,2.36
17:46:16,3.2,2.31,0.0,2.41
17:46:16,3.2,2.34,0.0,2.38
17:46:16,3.19,2.35,0.0,2.4
17:46:16,3.18,2.36,0.0,2.37
17:46:17,3.25,2.33,0.0,2.39
17:46:17,3.2,2.33,0.0,2.39
17:46:17,3.29,2.36,0.0,2.4
17:46:17,3.18,2.36,0.0,2.42
17:46:17,3.13,2.37,0.0,2.36
17:46:18,3.32,2.32,0.0,2.41
17:46:18,3.21,2.31,0.0,2.37
17:46:18,3.36,2.4,0.0,2.41
17:46:18,3.52,2.36,0.0,2.38
17:46:18,3.48,2.39,0.0,2.37
17:46:18,3.46,2.33,0.0,2.38
17:46:19,3.47,2.29,0.0,2.36
17:46:19,3.46,2.32,0.0,2.37
17:46:19,3.56,2.32,0.0,2.36
17:46:19,3.5,2.33,0.0,2.39
17:46:19,3.73,2.3,0.0,2.39
17:46:19,3.11,2.26,0.0,2.36
17:46:20,3.11,2.29,0.0,2.37
17:46:20,3.16,2.25,0.0,2.38
17:46:20,3.18,2.28,0.0,2.35
17:46:20,3.21,2.31,0.0,2.36
17:46:20,3.25,2.3,0.0,2.36
17:46:20,3.12,2.3,0.0,2.35
17:46:21,3.21,2.31,0.0,2.33
17:46:21,3.18,2.31,0.0,2.36
17:46:21,3.14,2.31,0.0,2.34
17:46:21,3.55,2.27,0.0,2.37
17:46:21,3.43,2.28,0.0,2.35
17:46:22,3.47,2.31,0.0,2.32
17:46:22,3.43,2.29,0.0,2.36
17:46:22,3.47,2.29,0.0,2.36
17:46:22,3.48,2.3,0.0,2.38
17:46:22,3.51,2.31,0.0,2.35
17:46:22,3.51,2.3,0.0,2.35
17:46:23,3.59,2.3,0.0,2.34
17:46:23,3.7,2.3,0.0,2.35
17:46:23,3.63,2.32,0.0,2.33
17:46:23,3.62,2.3,0.0,2.36
17:46:23,3.6,2.3,0.0,2.35
17:46:23,3.63,2.33,0.0,2.34
17:46:24,3.6,2.28,0.0,2.36
17:46:24,3.61,2.33,0.0,2.35
17:46:24,3.69,2.31,0.0,2.33
17:46:24,3.66,2.31,0.0,2.35
17:46:24,3.69,2.34,0.0,2.36
17:46:25,3.12,2.3,0.0,2.36
17:46:25,3.8,2.32,0.0,2.35
17:46:25,3.02,2.32,0.0,2.35
17:46:25,3.02,2.32,0.0,2.36
17:46:25,3.1,2.3,0.0,2.35
17:46:25,3.16,2.33,0.0,2.35
17:46:26,3.08,2.29,0.0,2.35
17:46:26,3.31,2.32,0.0,2.34
17:46:26,3.42,2.31,0.0,2.36
17:46:26,3.44,2.15,0.0,2.36
17:46:26,3.48,2.15,0.0,2.37
17:46:27,3.35,2.13,0.0,2.38
17:46:27,3.24,2.15,0.0,2.35
17:46:27,3.24,2.18,0.0,2.34
17:46:27,3.31,2.34,0.0,2.33
17:46:27,3.26,2.33,0.0,2.35
17:46:28,3.26,2.33,0.0,2.35
17:46:28,3.3,2.35,0.0,2.35
17:46:28,3.29,2.32,0.0,2.35
17:46:28,3.31,2.33,0.0,2.34
17:46:28,3.35,2.24,0.0,2.37
17:46:29,3.31,2.25,0.0,2.34
17:46:29,3.35,2.27,0.0,2.36
17:46:29,3.29,2.28,0.0,2.36
17:46:29,3.29,2.29,0.0,2.35
17:46:29,3.3,2.34,0.0,2.34
17:46:29,3.35,2.31,0.0,2.34
17:46:30,3.37,2.3,0.0,2.36
17:46:30,3.38,2.3,0.0,2.33
17:46:30,3.3,2.29,0.0,2.33
17:46:30,3.4,2.27,0.0,2.37
17:46:30,3.36,2.3,0.0,2.35
17:46:31,3.35,2.36,0.0,2.36
17:46:31,3.37,2.36,0.0,2.34
17:46:31,3.42,2.36,0.0,2.35
17:46:31,3.27,2.33,0.0,2.34
17:46:31,3.23,2.32,0.0,2.36
17:46:32,3.23,2.31,0.0,2.36
17:46:32,3.3,2.31,0.0,2.35
17:46:32,3.24,2.33,0.0,2.34
17:46:32,3.21,2.32,0.0,2.36
17:46:32,3.25,2.35,0.0,2.35
17:46:32,3.31,2.33,0.0,2.33
17:46:33,3.23,2.36,0.0,2.36
17:46:33,3.27,2.3,0.0,2.38
17:46:33,3.27,2.28,0.0,2.34
17:46:33,3.29,2.3,0.0,2.32
17:46:34,3.31,2.34,0.0,2.36
17:46:34,3.29,2.34,0.0,2.35
17:46:34,3.3,2.34,0.0,2.37
17:46:34,3.3,2.33,0.0,2.36
17:46:34,3.36,2.35,0.0,2.36
17:46:35,3.63,2.33,0.0,2.31
17:46:35,3.07,2.32,0.0,2.36
17:46:35,3.23,2.31,0.0,2.35
17:46:35,3.3,2.32,0.0,2.36
17:46:35,3.25,2.34,0.0,2.37
17:46:36,3.28,2.29,0.0,2.36
17:46:36,3.27,2.3,0.0,2.37
17:46:36,3.3,2.28,0.0,2.36
17:46:36,3.2,2.27,0.0,2.36
17:46:36,3.24,2.29,0.0,2.35
17:46:36,3.09,2.26,0.0,2.35
17:46:37,3.11,2.29,0.0,2.34
17:46:37,3.15,2.31,0.0,2.34
17:46:37,3.19,2.34,0.0,2.36
17:46:37,3.13,2.34,0.0,2.36
17:46:37,3.08,2.28,0.0,2.34
17:46:37,3.12,2.3,0.0,2.34
17:46:38,3.29,2.3,0.0,2.35
17:46:38,3.26,2.31,0.0,2.36
17:46:38,3.76,2.28,0.0,2.36
17:46:38,3.25,2.36,0.0,2.37
17:46:38,3.23,2.33,0.0,2.41
17:46:39,3.2,2.44,0.0,2.45
17:46:39,3.79,2.33,0.0,2.43
17:46:39,3.11,2.38,0.0,2.43
17:46:39,3.24,2.43,0.0,2.45
17:46:39,3.76,2.44,0.0,2.44
17:46:39,3.88,2.44,0.0,2.44
17:46:40,3.42,2.37,0.0,2.44
17:46:40,3.36,2.43,0.0,2.46
17:46:40,3.18,2.45,0.0,2.44
17:46:40,3.17,2.45,0.0,2.43
17:46:40,3.23,2.45,0.0,2.48
17:46:40,3.42,2.51,0.0,2.44
17:46:41,3.29,2.43,0.0,2.44
17:46:41,3.78,2.52,0.0,2.43
17:46:41,3.92,2.39,0.0,2.44
17:46:41,3.8,2.44,0.0,2.42
17:46:41,3.68,2.44,0.0,2.42
17:46:41,3.46,2.44,0.0,2.46
17:46:42,3.48,2.25,0.0,2.46
17:46:42,3.44,2.54,0.0,2.5
17:46:42,3.28,2.46,0.0,2.47
17:46:42,3.29,2.49,0.0,2.46
17:46:42,3.27,2.69,0.0,2.47
17:46:43,3.36,1.92,0.0,2.5
17:46:43,3.26,2.28,0.0,2.48
17:46:43,3.31,2.19,0.0,2.49
17:46:43,3.57,2.03,0.0,2.46
17:46:43,3.34,2.56,0.0,2.47
17:46:44,3.3,2.36,0.0,2.5
17:46:44,3.33,2.53,0.0,2.49
17:46:44,3.33,2.49,0.0,2.48
17:46:44,3.31,2.19,0.0,2.49
17:46:44,3.16,2.36,0.0,2.49
17:46:44,3.22,2.07,0.0,2.48
17:46:45,3.26,2.15,0.0,2.48
17:46:45,3.18,2.18,0.0,2.47
17:46:45,3.19,2.25,0.0,2.49
17:46:45,3.16,2.54,0.0,2.46
17:46:45,3.16,2.63,0.0,2.48
17:46:46,3.23,2.4,0.0,2.48
17:46:46,3.25,2.46,0.0,2.51
17:46:46,3.15,2.19,0.0,2.51
17:46:46,3.14,2.31,0.0,2.5
17:46:46,3.22,2.46,0.0,2.51
17:46:46,3.2,2.52,0.0,2.52
17:46:47,3.2,2.5,0.0,2.5
17:46:47,3.24,2.41,0.0,2.5
17:46:47,3.23,2.37,0.0,2.52
17:46:47,3.21,2.28,0.0,2.51
17:46:47,3.21,2.54,0.0,2.49
17:46:47,3.2,2.42,0.0,2.51
17:46:48,3.22,2.34,0.0,2.49
17:46:48,3.2,2.29,0.0,2.46
17:46:48,3.3,2.33,0.0,2.47
17:46:48,3.28,2.51,0.0,2.47
17:46:48,3.25,2.51,0.0,2.5
